CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240319,23291501,Other,2,0,0,0
20240319,243191501,Other,0,1,0,0
20240319,460491501,Other,4,0,0,0
20240319,460591501,Other,4,0,0,0
20240319,460891501,Other,0,13,0,0
20240319,460891503,Other,2,0,0,0
20240319,461991501,Other,5,0,0,0
20240319,533115001,Other,17,0,0,0
20240319,533975001,Other,0,4,0,0
20240319,537415001,Other,4,0,0,0
20240319,537619151,Other,1,0,0,0
20240319,537719151,Other,12,0,0,0
20240319,537819152,Other,5,0,0,0
20240319,537919154,Other,0,5,0,0
20240319,537919155,Other,1,0,0,0
20240319,538191502,Other,14,0,0,0
20240319,538191503,Other,0,40,0,0
20240319,538391501,Other,0,1,0,0
20240319,538591501,Other,0,7,0,0
20240319,538791501,Other,0,3,0,0
20240319,539191501,Other,0,109,0,0
20240319,539191502,Other,0,1,0,0
20240319,539191503,Other,0,92,0,0
20240319,97318300,Other,0,35,0,0
20240319,97978200,Other,0,136,0,0
20240319,97978400,Other,143,0,0,0
