CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240322,460291501,Other,1,0,0,0
20240322,460591501,Other,1,0,0,0
20240322,460691501,Other,1,0,0,0
20240322,460891503,Other,0,5,0,0
20240322,461991501,Other,10,0,0,0
20240322,462915001,Other,0,3,0,0
20240322,533115001,Other,0,15,0,0
20240322,533975001,Other,4,0,0,0
20240322,537415001,Other,0,4,0,0
20240322,537619151,Other,2,0,0,0
20240322,537719151,Other,7,0,0,0
20240322,537819152,Other,0,1,0,0
20240322,537919154,Other,0,5,0,0
20240322,538191502,Other,16,0,0,0
20240322,538191503,Other,32,0,0,0
20240322,538591501,Other,0,9,0,0
20240322,538691501,Other,5,0,0,0
20240322,538691502,Other,2,0,0,0
20240322,539191501,Other,0,89,0,0
20240322,539191502,Other,0,1,0,0
20240322,81015004,Other,0,12,0,0
20240322,97318300,Other,0,33,0,0
20240322,97318500,Other,0,18,0,0
20240322,97978400,Other,139,0,0,0
