CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240312,23291501,Other,1,0,0,0
20240312,243191501,Other,2,0,0,0
20240312,460291501,Other,0,1,0,0
20240312,460691501,Other,1,0,0,0
20240312,460891501,Other,0,13,0,0
20240312,460891502,Other,0,55,0,0
20240312,462915001,Other,8,0,0,0
20240312,533975001,Other,0,5,0,0
20240312,537415001,Other,0,9,0,0
20240312,537515002,Other,1,0,0,0
20240312,537819152,Other,0,3,0,0
20240312,538191501,Other,0,106,0,0
20240312,538191502,Other,97,0,0,0
20240312,538191503,Other,0,61,0,0
20240312,538391506,Other,0,1,0,0
20240312,538691501,Other,3,0,0,0
20240312,538791501,Other,4,0,0,0
20240312,539191501,Other,162,0,0,0
20240312,539191502,Other,0,1,0,0
20240312,539191503,Other,117,0,0,0
20240312,539791501,Other,143,0,0,0
20240312,81015004,Other,16,0,0,0
20240312,81015005,Other,0,2,0,0
20240312,97318300,Other,81,0,0,0
20240312,97978400,Other,0,183,0,0
