CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240302,243191501,Other,0,3,0,0
20240302,460291503,Other,1,0,0,0
20240302,460491501,Other,7,0,0,0
20240302,460891501,Other,0,23,0,0
20240302,460891502,Other,0,100,0,0
20240302,460891503,Other,0,3,0,0
20240302,462915001,Other,0,12,0,0
20240302,533115001,Other,0,13,0,0
20240302,537415001,Other,0,14,0,0
20240302,537719151,Other,15,0,0,0
20240302,537819152,Other,0,12,0,0
20240302,537919151,Other,13,0,0,0
20240302,538191501,Other,0,154,0,0
20240302,538191502,Other,0,33,0,0
20240302,538591501,Other,6,0,0,0
20240302,538691502,Other,2,0,0,0
20240302,538791501,Other,8,0,0,0
20240302,539191501,Other,466,0,0,0
20240302,539915001,Other,0,2,0,0
20240302,81015004,Other,20,0,0,0
20240302,97318300,Other,71,0,0,0
20240302,97318500,Other,48,0,0,0
20240302,97978400,Other,240,0,0,0
