CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240316,23291501,Other,0,1,0,0
20240316,244691501,Other,1,0,0,0
20240316,460291502,Other,0,4,0,0
20240316,460491501,Other,0,1,0,0
20240316,460591501,Other,0,6,0,0
20240316,460891502,Other,78,0,0,0
20240316,460891503,Other,0,1,0,0
20240316,533115001,Other,17,0,0,0
20240316,537415001,Other,11,0,0,0
20240316,537919151,Other,5,0,0,0
20240316,537919154,Other,6,0,0,0
20240316,538191502,Other,0,47,0,0
20240316,538191503,Other,0,41,0,0
20240316,538391506,Other,2,0,0,0
20240316,538591501,Other,8,0,0,0
20240316,538691502,Other,7,0,0,0
20240316,538791501,Other,0,7,0,0
20240316,539191501,Other,0,146,0,0
20240316,539191503,Other,76,0,0,0
20240316,539791501,Other,0,164,0,0
20240316,81015005,Other,0,6,0,0
20240316,97318300,Other,83,0,0,0
20240316,97318500,Other,32,0,0,0
20240316,97978200,Other,0,252,0,0
20240316,97978400,Other,0,208,0,0
