CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240325,243191501,Other,0,1,0,0
20240325,460291501,Other,0,2,0,0
20240325,460291502,Other,0,7,0,0
20240325,460891501,Other,17,0,0,0
20240325,460891503,Other,1,0,0,0
20240325,461991501,Other,3,0,0,0
20240325,462915001,Other,0,1,0,0
20240325,533115001,Other,0,10,0,0
20240325,537415001,Other,0,4,0,0
20240325,537619151,Other,1,0,0,0
20240325,537719151,Other,0,6,0,0
20240325,537819152,Other,4,0,0,0
20240325,537919151,Other,5,0,0,0
20240325,537919154,Other,11,0,0,0
20240325,538191501,Other,0,101,0,0
20240325,538191502,Other,0,31,0,0
20240325,538391504,Other,1,0,0,0
20240325,538591501,Other,11,0,0,0
20240325,538691501,Other,9,0,0,0
20240325,538791501,Other,0,3,0,0
20240325,539191501,Other,115,0,0,0
20240325,539191502,Other,0,1,0,0
20240325,97318303,Other,5,0,0,0
20240325,97318304,Other,3,0,0,0
20240325,97978200,Other,159,0,0,0
20240325,97978203,Other,0,1,0,0
20240325,97978204,Other,0,3,0,0
20240325,97978400,Other,0,144,0,0
