CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240310,243191501,Other,0,4,0,0
20240310,460291502,Other,0,6,0,0
20240310,460491501,Other,1,0,0,0
20240310,460591501,Other,14,0,0,0
20240310,460891502,Other,0,120,0,0
20240310,460891503,Other,6,0,0,0
20240310,462915001,Other,10,0,0,0
20240310,469915001,Other,0,2,0,0
20240310,533115001,Other,0,19,0,0
20240310,533975001,Other,0,13,0,0
20240310,537415001,Other,7,0,0,0
20240310,537619151,Other,2,0,0,0
20240310,537719151,Other,0,13,0,0
20240310,537919151,Other,0,11,0,0
20240310,537919154,Other,18,0,0,0
20240310,538191501,Other,174,0,0,0
20240310,538191502,Other,0,33,0,0
20240310,538591501,Other,10,0,0,0
20240310,538691502,Other,0,3,0,0
20240310,538791501,Other,0,5,0,0
20240310,539191501,Other,0,970,0,0
20240310,539191503,Other,97,0,0,0
20240310,539791501,Other,253,0,0,0
20240310,97978400,Other,273,0,0,0
