CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240331,23291501,Other,0,1,0,0
20240331,243191501,Other,2,0,0,0
20240331,460291502,Other,6,0,0,0
20240331,460491501,Other,0,1,0,0
20240331,460891501,Other,0,13,0,0
20240331,460891502,Other,59,0,0,0
20240331,460891503,Other,7,0,0,0
20240331,461991501,Other,2,0,0,0
20240331,462915001,Other,6,0,0,0
20240331,533975001,Other,5,0,0,0
20240331,538191501,Other,0,114,0,0
20240331,538191502,Other,0,68,0,0
20240331,538591501,Other,17,0,0,0
20240331,538691501,Other,0,8,0,0
20240331,538691502,Other,0,3,0,0
20240331,538791501,Other,8,0,0,0
20240331,539191501,Other,0,145,0,0
20240331,539191503,Other,88,0,0,0
20240331,539791501,Other,119,0,0,0
20240331,97318300,Other,0,11,0,0
20240331,97318304,Other,0,5,0,0
20240331,97318500,Other,45,0,0,0
20240331,97978204,Other,0,3,0,0
20240331,97978205,Other,0,5,0,0
20240331,97978206,Other,0,1,0,0
20240331,97978207,Other,1,0,0,0
