CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240313,243191501,Other,4,0,0,0
20240313,460291501,Other,3,0,0,0
20240313,460591501,Other,0,5,0,0
20240313,460891501,Other,0,97,0,0
20240313,460891502,Other,0,81,0,0
20240313,460891503,Other,0,4,0,0
20240313,461991501,Other,0,2,0,0
20240313,462915001,Other,8,0,0,0
20240313,533975001,Other,4,0,0,0
20240313,537415001,Other,0,9,0,0
20240313,537515002,Other,0,1,0,0
20240313,537719151,Other,14,0,0,0
20240313,537919151,Other,10,0,0,0
20240313,537919154,Other,0,16,0,0
20240313,538191502,Other,27,0,0,0
20240313,538191503,Other,53,0,0,0
20240313,538591501,Other,0,4,0,0
20240313,538691501,Other,8,0,0,0
20240313,538791501,Other,0,3,0,0
20240313,539191501,Other,0,140,0,0
20240313,539191502,Other,1,0,0,0
20240313,539791501,Other,0,149,0,0
20240313,81015004,Other,8,0,0,0
20240313,97978200,Other,0,169,0,0
20240313,97978400,Other,154,0,0,0
