CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240320,23291501,Other,0,2,0,0
20240320,243191501,Other,4,0,0,0
20240320,460291502,Other,0,2,0,0
20240320,460491501,Other,0,5,0,0
20240320,460691501,Other,1,0,0,0
20240320,460891502,Other,0,54,0,0
20240320,461991501,Other,1,0,0,0
20240320,462915001,Other,0,6,0,0
20240320,533115001,Other,0,12,0,0
20240320,533975001,Other,0,7,0,0
20240320,537415001,Other,9,0,0,0
20240320,537515002,Other,1,0,0,0
20240320,537719151,Other,0,8,0,0
20240320,537819152,Other,2,0,0,0
20240320,537919154,Other,11,0,0,0
20240320,538191503,Other,0,52,0,0
20240320,538591501,Other,11,0,0,0
20240320,538691501,Other,3,0,0,0
20240320,539191501,Other,138,0,0,0
20240320,539191502,Other,4,0,0,0
20240320,539915001,Other,0,1,0,0
20240320,81015004,Other,20,0,0,0
20240320,97318300,Other,40,0,0,0
20240320,97318500,Other,0,34,0,0
20240320,97978400,Other,0,185,0,0
