CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240315,460291501,Other,1,0,0,0
20240315,460491501,Other,3,0,0,0
20240315,460591501,Other,7,0,0,0
20240315,460891501,Other,0,18,0,0
20240315,460891502,Other,57,0,0,0
20240315,460891503,Other,0,6,0,0
20240315,462915001,Other,0,7,0,0
20240315,537415001,Other,0,7,0,0
20240315,537919151,Other,0,6,0,0
20240315,537919154,Other,0,9,0,0
20240315,538191501,Other,87,0,0,0
20240315,538191503,Other,17,0,0,0
20240315,538591501,Other,5,0,0,0
20240315,538691501,Other,0,7,0,0
20240315,538791501,Other,3,0,0,0
20240315,539191501,Other,0,107,0,0
20240315,539191502,Other,0,2,0,0
20240315,539191503,Other,87,0,0,0
20240315,539791501,Other,0,109,0,0
20240315,81015005,Other,3,0,0,0
20240315,97318500,Other,22,0,0,0
20240315,97978200,Other,0,970,0,0
20240315,97978400,Other,164,0,0,0
