CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240307,23291501,Other,0,1,0,0
20240307,243191501,Other,2,0,0,0
20240307,271915003,Other,0,10,0,0
20240307,460291501,Other,1,0,0,0
20240307,460291502,Other,9,0,0,0
20240307,460491501,Other,5,0,0,0
20240307,460891503,Other,0,5,0,0
20240307,461991501,Other,5,0,0,0
20240307,462915001,Other,0,7,0,0
20240307,533115001,Other,15,0,0,0
20240307,533975001,Other,6,0,0,0
20240307,537619151,Other,1,0,0,0
20240307,537719151,Other,10,0,0,0
20240307,537919151,Other,0,8,0,0
20240307,537919154,Other,0,9,0,0
20240307,538191501,Other,124,0,0,0
20240307,538191503,Other,0,43,0,0
20240307,538691501,Other,0,3,0,0
20240307,538791501,Other,0,7,0,0
20240307,539191503,Other,0,64,0,0
20240307,539791501,Other,148,0,0,0
20240307,81015004,Other,0,14,0,0
20240307,81015005,Other,0,2,0,0
20240307,97318300,Other,61,0,0,0
20240307,97978400,Other,0,207,0,0
