CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240308,23291501,Other,1,0,0,0
20240308,243191501,Other,1,0,0,0
20240308,460291502,Other,6,0,0,0
20240308,460591501,Other,0,3,0,0
20240308,460891501,Other,0,24,0,0
20240308,460891502,Other,53,0,0,0
20240308,461991501,Other,3,0,0,0
20240308,462915001,Other,0,7,0,0
20240308,533115001,Other,0,8,0,0
20240308,533975001,Other,0,2,0,0
20240308,537415001,Other,0,6,0,0
20240308,537515002,Other,0,1,0,0
20240308,537719151,Other,17,0,0,0
20240308,537819152,Other,0,6,0,0
20240308,537919151,Other,11,0,0,0
20240308,538191503,Other,97,0,0,0
20240308,538691501,Other,2,0,0,0
20240308,539191503,Other,0,50,0,0
20240308,539791501,Other,0,143,0,0
20240308,539915001,Other,1,0,0,0
20240308,81015004,Other,0,15,0,0
20240308,81015005,Other,2,0,0,0
20240308,97318300,Other,0,43,0,0
20240308,97978200,Other,175,0,0,0
20240308,97978400,Other,160,0,0,0
