CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240314,23291501,Other,1,0,0,0
20240314,243191501,Other,2,0,0,0
20240314,460291502,Other,6,0,0,0
20240314,460891501,Other,17,0,0,0
20240314,460891502,Other,70,0,0,0
20240314,461991501,Other,5,0,0,0
20240314,462915001,Other,0,5,0,0
20240314,533115001,Other,0,11,0,0
20240314,533225001,Other,0,2,0,0
20240314,537415001,Other,0,1,0,0
20240314,537719151,Other,17,0,0,0
20240314,537819152,Other,4,0,0,0
20240314,537919151,Other,13,0,0,0
20240314,538191501,Other,0,98,0,0
20240314,538191502,Other,0,34,0,0
20240314,538191503,Other,0,17,0,0
20240314,538591501,Other,0,2,0,0
20240314,538691501,Other,0,4,0,0
20240314,538791501,Other,0,6,0,0
20240314,81015005,Other,1,0,0,0
20240314,97318300,Other,107,0,0,0
20240314,97318500,Other,0,33,0,0
20240314,97978200,Other,188,0,0,0
20240314,97978400,Other,0,181,0,0
