CV_Date,Tracking_Code,Device,CV01,CV02,CV03,CV04
20240327,243191501,Other,1,0,0,0
20240327,460291501,Other,0,2,0,0
20240327,460491501,Other,0,1,0,0
20240327,460591501,Other,0,1,0,0
20240327,460891501,Other,17,0,0,0
20240327,460891502,Other,0,46,0,0
20240327,460891503,Other,4,0,0,0
20240327,461991501,Other,3,0,0,0
20240327,533115001,Other,17,0,0,0
20240327,537415001,Other,0,8,0,0
20240327,537515002,Other,0,1,0,0
20240327,537819152,Other,0,2,0,0
20240327,537919154,Other,8,0,0,0
20240327,537919155,Other,0,1,0,0
20240327,538191501,Other,95,0,0,0
20240327,538191503,Other,46,0,0,0
20240327,538591501,Other,11,0,0,0
20240327,538791501,Other,5,0,0,0
20240327,539191502,Other,2,0,0,0
20240327,539191503,Other,105,0,0,0
20240327,539791501,Other,0,114,0,0
20240327,81015004,Other,0,11,0,0
20240327,97318300,Other,0,53,0,0
20240327,97318310,Other,0,1,0,0
20240327,97978200,Other,0,96,0,0
20240327,97978203,Other,0,53,0,0
20240327,97978205,Other,3,0,0,0
20240327,97978206,Other,0,1,0,0
20240327,97978207,Other,1,0,0,0
